"id","name"
"OL6164812A","Neural Networks (Conference) (1990 London, England)"
"OL6603942A","International Conference on Integration of AI and OR Techniques in Constraint Programming for Combinatorial Optimisation Problems (5th 2008 Paris, France)"
"OL7345308A","Matteo Baldoni"
"OL78094A","Gianfranco Bettetini"
"OL1008965A","Allen Emerson"
"OL1095905A","Gerard Kempen"
"OL1392549A","Alex Woolf"
"OL1455264A","Günther Palm"
"OL1865915A","Bonnie Lynn Webber"
"OL2911682A","Moonis Ali"
"OL3806929A","Mary Cryan"
"OL4896848A","Ahmed Rubaai"
"OL526737A","Eric L. Harry"
"OL5340652A","International Conference on Artificial Neural Networks (European Neural Network Society) (17th 2007 Porto, Portugal)"
"OL5886332A","IEEE International Workshop on Tools for Artificial Intelligence (1st 1989 Fairfax, Va.)"
"OL589701A","Manuela M. Veloso"
"OL6616471A","SUM 2008 (2008 Naples, Italy)"
"OL6934885A","Zbigniew Raś"
"OL884121A","V. M. Nazaretov"
"OL887119A","Elaine Rich"
"OL947880A","Frederick Holtz"
"OL952095A","IFIP 2.6 Working Conference on Database Semantics ""Data and Knowledge"" (2nd 1986 Albufeira, Portugal)"
"OL955160A","Henri Farreny"
"OL964353A","R. G. Kotov"
"OL1077090A","Russell L. Andersson"
"OL1522473A","Nadia Nedjah"
"OL2163767A","T. Nishida"
"OL218604A","Simon S. Haykin"
"OL220993A","Alexander Jablokov"
"OL2642617A","Shi Zhongzhi"
"OL2902494A","David Waltz"
"OL4120373A","Michelene T. H. Chi"
"OL4941044A","ECAL 2007 (2007 Lisbon, Portugal)"
"OL5374638A","Mikhael Bebela Missakabo"
"OL5937233A","N. J. Nilsson"
"OL7201239A","Katia S. Guimarães"
"OL7203105A","Bärbel Mertsching"
"OL7205316A","Martin Szomszor"
"OL725333A","Diann B. Uustal"
"OL86196A","Wolfgang Minker"
"OL864656A","North Atlantic Treaty Organization. Advisory Group for Aerospace Research and Development."
"OL1140278A","Stelian Guțu"
"OL19786A","A. A. Attanasio"
"OL2670891A","H. Peter Alesso"
"OL2679566A","Klaus P. Jantke"
"OL387372A","Stuart Shanker"
"OL444435A","Bartone, John C."
"OL4808005A","International Conference on Artificial Intelligence and Expert Systems in Manufacturing (1st 1990 London, England)"
"OL638988A","Peter Wahlgren"
"OL6890723A","Richard A. Kirk"
"OL7202859A","Weiliang Xu"
"OL1120925A","Chun-Hung Tzeng"
"OL1734045A","Maria Feliza Verdejo"
"OL2664358A","Daniel E. Whitney"
"OL385395A","David L. Poole"
"OL4655806A","C. F. Lo"
"OL4864945A","F. M. Rudolph"
"OL5192380A","Noreen L. Herzfeld"
"OL5234864A","International Conference on Computational Models of Argument (1st 2006 University of Liverpool)"
"OL542613A","Dana Harry Ballard"
"OL5812358A","International Conference on Tools for Artificial Intelligence (8th 1996 Toulouse, France)"
"OL5972948A","Conference on Artificial Intelligence for Applications. (10th 1994 San Antonio, Tex.)"
"OL620959A","German Workshop on Artificial Intelligence (17th 1993 Berlin, Germany)"
"OL6451301A","ACS/IEEE International Conference on Computer Systems and Applications (1st 2001 Beirut, Lebanon)"
"OL645547A","Simpósio Brasileiro de Automação Inteligente (1st 1993 Rio Claro, São Paulo, Brazil)"
"OL6817619A","William C Dietz"
"OL6869067A","Olivier Sigaud"
"OL7066401A","Xuyan Tu"
"OL7205079A","Jimmy Lee"
"OL720578A","Alan Garnham"
"OL7212196A","Lluís Godo"
"OL770823A","Zdzisław Pawlak"
"OL1088385A","Griffiths, M."
"OL118857A","Karl Schlechta"
"OL1339054A","David R. Hedgley"
"OL1397098A","Ibero-American Conference on Artificial Intelligence (9th 2004 Puebla, Mexico)"
"OL1902883A","Gerald M. Jensen"
"OL236690A","Ibero-American Conference on Artificial Intelligence (6th 1998 Lisbon, Portugal)"
"OL2677823A","Gordon Dahlquist"
"OL2766871A","Thomas Dean"
"OL2785014A","Matt Kaufmann"
"OL2785292A","John Mylopoulos"
"OL3405861A","B. Du Boulay"
"OL3665762A","Charles C. Jorgensen"
"OL4662988A","John Rushby"
"OL575863A","S. Lakshmivarahan"
"OL5853666A","IEEE International Symposium on Intelligent Control (17th 2002 Vancouver, B.C.)"
"OL6049929A","IEEE International Symposium on Intelligent Control (16th 2001 Mexico City, Mexico)"
"OL6199963A","International Joint Conference on Artificial Intelligence (12th 1991 Sydney, Australia)"
"OL6228096A","International Conference on Tools for Artificial Intelligence (10th 1998 Taipei, Taiwan)"
"OL6254727A","International Conference on Tools for Artificial Intelligence (9th 1997 Newport Beach, Calif.)"
"OL6534904A","International Conference on Artificial Intelligence and Information-Control Systems of Robots (4th 1987 Smolenice, Czechoslovakia)"
"OL971621A","Otto E. Laske"
"OL1003259A","Tony Hasemer"
"OL1072277A","NATO Advanced Research Workshop on Machine Intelligence and Knowledge Engineering for Robotic Applications (1986 Maratea, Italy)"
"OL1188293A","Laird, John"
"OL1236262A","M. A. Bramer"
"OL1284353A","Ian Graham"
"OL22024A","Thomas Berger"
"OL447945A","Roel Wieringa"
"OL4864910A","Eric Biefeld"
"OL527816A","Steven Levy"
"OL534434A","Andrew C. Staugaard"
"OL6964744A","Vijayan Sugumaran"
"OL7071906A","Chang Wen Chen"
"OL7204298A","Emilio Corchado"
"OL1080480A","Charles M. Bowling"
"OL1494885A","Georges Chapouthier"
"OL2631171A","John L. Casti"
"OL264189A","T. Govindaraj"
"OL3107655A","S. Worz"
"OL3178561A","Srikanta Patnaik"
"OL4861321A","William Bains"
"OL5037316A","Earl B Hunt"
"OL5409407A","Nikola K Kasabov"
"OL578501A","Mitchel Resnick"
"OL6372252A","Centre national de la recherche scientifique (France). Ecole d'été sur les sciences cognitives"
"OL6453155A","International Conference on Development and Learning (2nd 2002 Cambridge, Mass.)"
"OL6967861A","Neil A. Gershenfeld"
"OL720537A","Daniel E. Rose"
"OL217544A","John F. Sowa"
"OL3197510A","A. Valente"
"OL3390470A","Syan"
"OL462159A","International Conference on Intelligent Systems Applications to Power Systems (2nd 1996 Orlando, Fla.)"
"OL4940607A","RSEISP 2007 (2007 Warsaw, Poland)"
"OL5926673A","International Conference on Knowledge-Based Intelligent Electronic Systems (2nd 1998 Adelaide, South Australia)"
"OL6167831A","Noel Williams"
"OL648755A","Silver Jubilee Workshop on Computing and Intelligent Systems (1993 Indian Institute of Science)"
"OL6963509A","Michael T. Cox"
"OL7049150A","V. K. Mago"
"OL7096950A","JURIX 2011 (2011 Vienna, Austria)"
"OL719031A","Wei-Min Shen"
"OL7334164A","Vassilis Plagianakos"
"OL770694A","Anna Hart"
"OL828544A","European Workshop on Modelling Autonomous Agents in a Multi-Agent World (3rd 1991 Kaiserslautern, Germany)"
"OL893173A","Rajeev Sangal"
"OL1002264A","IFAC/IMACS Symposium (1988 Varna, Bulgaria)"
"OL1063261A","C. Mullings"
"OL1841625A","Institut de recherche d'informatique et d'automatique."
"OL2945360A","Tijana T. Ivancevic"
"OL399654A","Alan H. Watt"
"OL4730580A","J. L Macdonald"
"OL4861590A","Kathleen McKusick"
"OL6133484A","International Conference on Knowledge-Based Intelligent Electronic Systems (1st 1997 Adelaide, South Australia)"
"OL6729562A","Huaiqing Wang"
"OL7202884A","Frode Eika Sandnes"
"OL7204424A","Jürgen Schmidhuber"
"OL733276A","National Conference on Artificial Intelligence (10th 1992 San Jose, Calif.)"
"OL226731A","Canadian Society for Computational Studies of Intelligence. Conference"
"OL2646532A","Angelo Marzollo"
"OL3182363A","Flavio M. de Oliveira"
"OL3238060A","Japan) World Conference on Artificial Intelligence in Education (1997: Kobe"
"OL3252749A","J. C. Gardin"
"OL417742A","Jeannette Anita Quast"
"OL4771566A","Richard Forsyth"
"OL4939317A","W. R. Dodd"
"OL5232002A","Congress of Logic Applied to Technology (5th 2005 April 2-4 Himegi, Japan)"
"OL5330102A","IEEE International Conference on Emerging Technologies and Factory Automation (8th 2001 Antibes-Juan les Pins, France)"
"OL5360042A","International Conference on Knowledge-Based Intelligent Engineering Systems & Allied Technologies (5th 2001 Osaka, Japan)."
"OL5563272A","ACM Conference (1984)"
"OL57437A","Douglas R. Hofstadter"
"OL5918630A","International Conference on the Application of Artificial  Intelligence Techniques to Civil and Structural  Engineering (1st 1989 London)"
"OL6944980A","Ivan Bratko"
"OL719763A","International Conference AISMC-1 (1992 Karlsruhe, Germany)"
"OL7209554A","Tibor Bosse"
"OL911462A","Jean-Gabriel Ganascia"
"OL1005201A","Douglas B. Lenat"
"OL530365A","Pamela N. Gray"
"OL6109810A","D. L. Hudson"
"OL719537A","Janet L. Kolodner"
"OL7446390A","Feigenbaum, Edward A"
"OL835268A","Hubert L. Dreyfus"
"OL1014327A","Peter J. Hancox"
"OL1092691A","Abdul Sahib Mehdi Ali"
"OL2938022A","James R. Johnson"
"OL4755548A","Peter J. Denning"
"OL5006197A","Mitchell Kwok"
"OL5067039A","John Batali"
"OL5697522A","International conference on Intelligent User Interfaces (1999 Redondo Beach, Los Angeles, Calif.)"
"OL6573342A","SGAI International Conference on Innovative Techniques and Applications of Artificial Intelligence (27th 2007 Cambridge, England)"
"OL771868A","IFIP TC5/WG5.3 Working Conference on Process Planning for Complex Machining with AI-Methods (1991 Gaussig, Germany)"
"OL839120A","Yoav Shoham"
"OL1004653A","Kurt VanLehn"
"OL3617745A","Usama M. Fayyad"
"OL3872456A","J. Y. Lim"
"OL4255054A","Fatos Xhafa"
"OL4870848A","Daniel Rochowiak"
"OL5406798A","European Agent Systems Summer School (3rd 2001 Prague, Czech Republic)"
"OL5415930A","Mexican International Conference on Artificial Intelligence (2nd 2002 Mérida, Mexico)"
"OL5542843A","Neuro-Nîmes. (3rd 1990 Nîmes, France)"
"OL6263480A","G. Dorffner"
"OL6439777A","Artificial Neural Networks in Engineering Conference (10th 2000 St. Louis, Missouri)"
"OL672070A","Österreichische Artificial Intelligence-Tagung (6th 1990 Salzburg, Austria)"
"OL6749946A","Sio-Iong Ao"
"OL7031952A","Shao, Ling Dr"
"OL7205197A","Piotr Jędrzejowicz"
"OL1080728A","Workshop on Computer Architecture for Pattern Analysis and Machine Intelligence (1987 Seattle, Wash.)"
"OL1454369A","International Symposium on Methodologies for Intelligent Systems (15th 2005 Saratoga Springs, N.Y.)"
"OL20934A","Connie Willis"
"OL2682334A","Pablo Rudomin"
"OL2748339A","David Weber"
"OL2822055A","C. Evans"
"OL3322886A","Ian Pratt"
"OL3401431A","AAAI"
"OL392278A","Toshinori Munakata"
"OL399983A","Nancy A. Lynch"
"OL5181395A","International Workshop on Hybrid Artificial Intelligent Systems (2nd 2007 Salamanca, Spain)"
"OL581346A","K. Najim"
"OL5848676A","Brendan Tangney"
"OL5906251A","Jennifer Farkas"
"OL6504715A","Diego Rasskin-Gutman"
"OL7142226A","Mariofanna G. Milanova"
"OL7202568A","Sam Joseph"
"OL7214251A","Radu Calinescu"
"OL772166A","Peter Norvig"
"OL1437734A","Florida AI Research Symposium (17th 2004 Menlo Park, Calif.)"
"OL2669934A","Philip Klahr"
"OL2951969A","Frank M. Brown"
"OL3277473A","Hugh Cartwright"
"OL4938355A","International Symposium on Intelligent Automation and Control (2nd 1996 Montpellier, France)"
"OL5187392A","David B Fogel"
"OL530930A","Glenn Shafer"
"OL5451929A","Flavia Wing Yee Chow"
"OL5590639A","ICGA/IFIP SG16 Advances in Computer Games Conference (10th 2003 Graz, Austria)"
"OL6402148A","IEEE/RSJ International Conference on Intelligent Robots and Systems (1999 Hyonglu, Korea)"
"OL7062200A","European-Japanese Conference on Information Modelling and Knowledge Bases (20th 2010)"
"OL7202437A","Epaminondas Kapetanios"
"OL7206837A","De-Shuang Huang"
"OL723389A","Peter A. Flach"
"OL7322335A","Luis Seabra Lopes"
"OL815419A","Alok R. Chaturvedi"
"OL965110A","International Conference on Artificial Intelligence (2nd 1986 Marseille, France)"
"OL973261A","International Congress on Terminology and Knowledge Engineering (1987 University of Trier)"
"OL1006562A","International Workshop AII '89 (1989 Reinhardsbrunn, Germany)"
"OL1708002A","German Workshop on Artificial Intelligence (1981 Bad Honnef, Germany)"
"OL2729718A","Kang Li"
"OL3038657A","Helene Hembrooke"
"OL365902A","Suzy Pasleau"
"OL3872431A","J. Woch"
"OL450514A","European Workshop on Modelling Autonomous Agents in a Multi-Agent World (5th 1993 Neuchâtel, Switzerland)"
"OL4622484A","Conference on Artificial Intelligence for Space Applications (4th 1988 Huntsville, Ala.)"
"OL4861029A","Marle D. Hewett"
"OL6500865A","SGAI International Conference on Innovative Techniques and Applications of Artificial Intelligence (25th 2005 Cambridge)"
"OL6691167A","Rajakishore Nath"
"OL6726144A","MDAI 2008 (2008 Sabadell, Spain)"
"OL6729475A","HAIS 2008 (2008 Burgos, Spain)"
"OL7018592A","International Conference on Software Engineering, Artificial Intelligence, Networking, and Parallel/Distributed Computing (11th 2010 London, England)"
"OL712878A","George A. Anastassiou"
"OL7160426A","Stefan Jansen"
"OL7199516A","Cecilia Di Chio"
"OL7204638A","Vincenzo Pallotta"
"OL7244155A","William John Teahan"
"OL3433903A","Hamid R. Ekbia"
"OL3608671A","MIT CAT"
"OL443308A","John-Jules Ch Meyer"
"OL4667554A","Phil Laird"
"OL5436977A","International Conference on Knowledge-Based Intelligent Information and Engineering Systems (10th 2006 Bournemouth, England)"
"OL5506748A","B. Smyth"
"OL5602815A","Peter Baumgartner"
"OL5951524A","Masao Kurosaki"
"OL7204877A","Leonid Perlovsky"
"OL849658A","Oswald Wiener"
"OL1394225A","Edwin Wise"
"OL1708431A","Jaime G. Carbonell"
"OL3119600A","Maneesh Sethi"
"OL3422674A","Comtex"
"OL406160A","Richard Ernest Bellman"
"OL428111A","Constraints Management Symposium (1996 Detroit, Mich.)"
"OL4887139A","International Conference on Industrial & Engineering Applications of Artificial Intelligence and Expert Systems (12th 1999 Cairo, Egypt)"
"OL5129465A","Roderich von Webel"
"OL6398972A","Robert W Howard"
"OL6527543A","Niran B. Abbas"
"OL6540711A","Brazilian Symposium on Artificial Intelligence,SIBIA ' 96 (13th 1996 Curitiba, Brazil)"
"OL6603092A","Joint European Conference on Artificial Intelligence in  Medicine and Medical Decision Making (1999 Aalborg, Denmark)"
"OL6933623A","Yuesheng Ye"
"OL7204566A","Jorma Laaksonen"
"OL792164A","Hans-Dieter Hellmann"
"OL832475A","IFIP WG 5.2 Working Conference on Intelligent Computer Aided Design (1991 Columbus, Ohio)"
"OL954371A","Kristian J. Hammond"
"OL1105884A","Robert J. Benson"
"OL1448808A","N. P. Padhy"
"OL211776A","John Laird"
"OL220390A","Bryan Appleyard"
"OL224523A","Jefferson Scott"
"OL231370A","Lynette Hunter"
"OL2950391A","Susan J. Scown"
"OL2993079A","Ryo Takamisaki"
"OL5171542A","British Computer Society. Specialist Group on Expert Systems. International Conference"
"OL5302784A","R. G. Silva"
"OL5624574A","International Joint Conference on Artificial Intelligence (6th 1979 Tokyo, Japan)"
"OL713687A","German Conference on Artificial Intelligence (16th 1992 Bonn, Germany)"
"OL7199443A","Sven Groppe"
"OL7202338A","Anatoly Rembovsky"
"OL7395834A","C. Christopher Hook"
"OL829773A","International Conference on Information (1991 Singapore)"
"OL885511A","Bernhard Nebel"
"OL971991A","Terry Winograd"
"OL985624A","Todd R. Davies"
"OL253971A","Jerry Martin Rosenberg"
"OL2749918A","Matt Carter"
"OL2769189A","Yang Xiang"
"OL3278116A","K. Lee Lerner"
"OL3557851A","Igor Aizenberg"
"OL4848437A","R. W. Last"
"OL4862284A","J. R. Gilbert"
"OL4905006A","Aki Mäkivirta"
"OL4925549A","Joachim A. Hering"
"OL5079388A","Midwest Artificial Intelligence and Cognitive Science Society. Conference"
"OL5421129A","American Society for Cybernetics. Annual Symposium"
"OL580404A","Daniel Edmund O'Leary"
"OL6499774A","International Conference on Industrial and Engineering Applications of Artificial Intelligence and Expert Systems (13th 2000 New Orleans, La.)"
"OL6934839A","MoChArt 2008 (2008 Patrai, Greece)"
"OL7205365A","Tiansi Dong"
"OL7207943A","Vinu V. Das"
"OL722060A","Greg Kearsley"
"OL7333118A","Arvin Agah"
"OL2709223A","Jean Claude Latombe"
"OL2908543A","Amit Konar"
"OL29916A","International Joint Conference on Artificial Intelligence (1997 Nagoya-shi, Japan)"
"OL3198932A","Yong Shi"
"OL3294429A","Robert F. Port"
"OL334383A","Robert Pepperell"
"OL530929A","Sebastian Thrun"
"OL5654193A","James L. Rash"
"OL6050291A","Conference on Artificial Intelligence Applications (5th 1989 Miami, Fla.)"
"OL62665A","Danièle Bourcier"
"OL627858A","Gerald J. Peschel"
"OL6495487A","Conference on AI, Simulation, and Planning in High Autonomy Systems (13th 2004 Cheju-do, Korea)"
"OL684754A","School on Computer Vision with the Elements of Artificial Intelligence (1989 Ma̦dralin, Poland)"
"OL710550A","EuropIA International Conference on the Application of Artificial Intelligence, Robotics, and Image Processing to Architecture, Building Engineering, Civil Engineering, Urban Design, and Urban Planning (4th 1993 Delft, Netherlands)"
"OL764359A","Norbert Eisinger"
"OL834944A","European Workshop JELIA '92 (1992 Berlin, Germany)"
"OL3117031A","J. Storrs Hall"
"OL3185928A","L. C. Jain"
"OL3616684A","Philip S. Yu"
"OL575316A","Perry, Robert L."
"OL591394A","Yorick Wilks"
"OL6159524A","IEEE Symposium on Computer-Based Medical Systems (12th 1999 Stamford, Connecticut)"
"OL6434188A","Nato Symposium on Human Thinking, St. Maximin, France, 1971"
"OL6481900A","International Joint Conference on Artificial Intelligence (3rd 1973 Stanford, California)"
"OL6518439A","International Conference on Artificial Neural Networks (European Neural Network Society) (15th 2005 Warsaw, Poland)"
"OL655935A","Konstantinos I. Diamantaras"
"OL7064081A","International Conference on Agents and Artificial Intelligence (2nd 2010 Valencia, Spain)"
"OL7211447A","Javier Larrosa"
"OL832398A","Robert Rowe"
"OL849745A","PDK '91 (1991 Kaiserslautern, Germany)"
"OL1395933A","IEEE/RSJ International Conference on Intelligent Robots and Systems (2004 Sendai, Japan)"
"OL1455976A","International Conference on ""Logic, Informatics, Law"" (1st 1981 Florence, Italy)"
