"workid","authorid"
"OL13268462W","OL6171080A"
"OL16915453W","OL2680594A"
"OL16932335W","OL7202618A"
"OL16938830W","OL979416A"
"OL16943573W","OL52174A"
"OL16968743W","OL6880134A"
"OL2208065W","OL282669A"
"OL4782501W","OL1005201A"
"OL482707W","OL30219A"
"OL5095310W","OL1121682A"
"OL6221006W","OL1607025A"
"OL6762691W","OL1839570A"
"OL9670458W","OL3665762A"
"OL1184392W","OL119677A"
"OL12215543W","OL5318045A"
"OL12285249W","OL5373497A"
"OL12315067W","OL5396553A"
"OL12577959W","OL5592084A"
"OL13257795W","OL6161822A"
"OL16942704W","OL7204496A"
"OL16943725W","OL7202525A"
"OL16946429W","OL7205395A"
"OL17454572W","OL7318814A"
"OL2407155W","OL330526A"
"OL2720306W","OL398121A"
"OL2939016W","OL448147A"
"OL3032110W","OL467925A"
"OL4450180W","OL886210A"
"OL5481954W","OL1297947A"
"OL7834134W","OL2493841A"
"OL9287819W","OL3341660A"
"OL10810893W","OL4517940A"
"OL11006510W","OL4580129A"
"OL11164214W","OL4661236A"
"OL11431879W","OL4806105A"
"OL12302211W","OL5386579A"
"OL12539945W","OL5563305A"
"OL12940637W","OL5866106A"
"OL13594527W","OL6454496A"
"OL13620576W","OL6478307A"
"OL16699591W","OL7150517A"
"OL16942716W","OL7204545A"
"OL16946558W","OL7204371A"
"OL16955583W","OL7117861A"
"OL16961452W","OL7208145A"
"OL17563789W","OL7349307A"
"OL17872735W","OL7414104A"
"OL2925401W","OL445763A"
"OL3276247W","OL534820A"
"OL5050856W","OL1102759A"
"OL628354W","OL48225A"
"OL8405727W","OL2803254A"
"OL9529536W","OL3534776A"
"OL9657486W","OL3652830A"
"OL11148181W","OL4654042A"
"OL11149986W","OL4654700A"
"OL12033046W","OL5197296A"
"OL12608217W","OL5614849A"
"OL12990248W","OL5906251A"
"OL13594362W","OL6454342A"
"OL13669994W","OL6525456A"
"OL13689282W","OL6543788A"
"OL15305311W","OL21522A"
"OL16944713W","OL3401145A"
"OL16946144W","OL7205316A"
"OL16964610W","OL2908306A"
"OL2763190W","OL406160A"
"OL3269370W","OL533340A"
"OL4510448W","OL904117A"
"OL5275827W","OL1194388A"
"OL6327147W","OL1654060A"
"OL8512433W","OL2848945A"
"OL9644489W","OL3640235A"
"OL10582576W","OL4398656A"
"OL11080118W","OL4622484A"
"OL11517188W","OL4841803A"
"OL11650922W","OL4924655A"
"OL12166886W","OL5284919A"
"OL13593036W","OL6453155A"
"OL16449756W","OL7061761A"
"OL16704259W","OL7152309A"
"OL16933783W","OL7202859A"
"OL16942633W","OL7204527A"
"OL17375654W","OL3989096A"
"OL3486055W","OL581689A"
"OL3634870W","OL620570A"
"OL4326833W","OL843104A"
"OL4745030W","OL990008A"
"OL6349151W","OL1661930A"
"OL8642142W","OL2912182A"
"OL8948523W","OL3098899A"
"OL9077871W","OL3181953A"
"OL9262383W","OL3317530A"
"OL11586215W","OL4887513A"
"OL15066531W","OL6782029A"
"OL16838243W","OL7180377A"
"OL4274544W","OL828544A"
"OL4372880W","OL859978A"
"OL4793441W","OL1008528A"
"OL4972396W","OL1073774A"
"OL5356454W","OL1233061A"
"OL8056915W","OL2681698A"
"OL8088127W","OL2692912A"
"OL8511801W","OL2848584A"
"OL9245369W","OL3302397A"
"OL11247766W","OL4710839A"
"OL12293034W","OL5379435A"
"OL13395434W","OL6285259A"
"OL15192729W","OL2670891A"
"OL16010042W","OL3226664A"
"OL16010042W","OL6994580A"
"OL16010042W","OL6994581A"
"OL16692352W","OL7147437A"
"OL16942165W","OL7204394A"
"OL16967700W","OL7209390A"
"OL18164516W","OL2785083A"
"OL2130098W","OL265832A"
"OL2162857W","OL272762A"
"OL2385214W","OL325790A"
"OL2660847W","OL388066A"
"OL3267865W","OL532980A"
"OL4620607W","OL947711A"
"OL4981319W","OL1076576A"
"OL5256382W","OL1188142A"
"OL8056613W","OL2681398A"
"OL8057777W","OL2682658A"
"OL9345590W","OL3390470A"
"OL12957775W","OL5879957A"
"OL16353913W","OL606134A"
"OL16941732W","OL7204294A"
"OL16942463W","OL7204298A"
"OL16942751W","OL7204556A"
"OL16960056W","OL7207898A"
"OL17977523W","OL1004516A"
"OL2734187W","OL400639A"
"OL2814175W","OL418690A"
"OL3645318W","OL623757A"
"OL4308285W","OL837558A"
"OL5106411W","OL1124712A"
"OL5434552W","OL1277056A"
"OL9157776W","OL3234533A"
"OL9888263W","OL3870487A"
"OL9890293W","OL3872509A"
"OL11007568W","OL4580868A"
"OL11152576W","OL4655806A"
"OL13331975W","OL6228096A"
"OL13658339W","OL6514192A"
"OL13670175W","OL6525635A"
"OL15592095W","OL6843047A"
"OL16283701W","OL79043A"
"OL16940587W","OL2785014A"
"OL16941294W","OL6940683A"
"OL16941751W","OL7204298A"
"OL16942637W","OL7204529A"
"OL16967900W","OL7209429A"
"OL17410823W","OL7306201A"
"OL2159844W","OL272223A"
"OL3236894W","OL527524A"
"OL3279510W","OL535587A"
"OL3354996W","OL544891A"
"OL3505761W","OL586009A"
"OL3858755W","OL692649A"
"OL5726726W","OL1392549A"
"OL583866W","OL42785A"
"OL7006338W","OL1960006A"
"OL8243992W","OL1918824A"
"OL9146757W","OL3226708A"
"OL12278106W","OL5367549A"
"OL13255322W","OL6159524A"
"OL13394616W","OL6284504A"
"OL15190920W","OL394139A"
"OL16925329W","OL4156700A"
"OL16940931W","OL7204151A"
"OL16943303W","OL7204457A"
"OL16945617W","OL7205064A"
"OL16958321W","OL7207609A"
"OL16995357W","OL236635A"
"OL1911981W","OL229029A"
"OL2587431W","OL370982A"
"OL4089241W","OL765933A"
"OL4201629W","OL799867A"
"OL4295174W","OL833984A"
"OL6225041W","OL1608553A"
"OL9188727W","OL3256518A"
"OL11210241W","OL4688184A"
"OL13270230W","OL6172627A"
"OL13613732W","OL6472022A"
"OL14951930W","OL2748339A"
"OL16921023W","OL7200640A"
"OL16931754W","OL1708431A"
"OL16937895W","OL7203497A"
"OL16944916W","OL7204371A"
"OL17188629W","OL7243658A"
"OL17520159W","OL2746328A"
"OL4110674W","OL770873A"
"OL4298846W","OL835012A"
"OL4781652W","OL1004874A"
"OL6743494W","OL1828477A"
"OL10391715W","OL4308401A"
"OL12373919W","OL5440087A"
"OL13761184W","OL6603112A"
"OL15416145W","OL6832794A"
"OL16661780W","OL7134923A"
"OL16926906W","OL6658500A"
"OL18151124W","OL4665771A"
"OL18151124W","OL1860809A"
"OL2754219W","OL404206A"
"OL4034588W","OL748208A"
"OL4723624W","OL981761A"
"OL5743245W","OL1396617A"
"OL5869293W","OL1444301A"
"OL11163969W","OL4661108A"
"OL12067169W","OL5219565A"
"OL12281602W","OL5370675A"
"OL15908719W","OL6934839A"
"OL16450633W","OL7062186A"
"OL16919398W","OL401127A"
"OL16933192W","OL401127A"
"OL16934399W","OL7202858A"
"OL16939415W","OL7203816A"
"OL16943199W","OL3274873A"
"OL16958331W","OL7207553A"
"OL16986581W","OL576721A"
"OL16998898W","OL7215568A"
"OL17359050W","OL7290823A"
"OL17546948W","OL7200674A"
"OL1941675W","OL233007A"
"OL2174517W","OL275031A"
"OL2673687W","OL390127A"
"OL2942927W","OL448824A"
"OL3690340W","OL638534A"
"OL6042825W","OL1520577A"
"OL12167477W","OL5285283A"
"OL16595634W","OL7061763A"
"OL16595634W","OL6955868A"
"OL16595634W","OL541899A"
"OL16662545W","OL7135298A"
"OL16919274W","OL2729718A"
"OL16924652W","OL7201230A"
"OL16931849W","OL1708431A"
"OL16942120W","OL7204386A"
"OL16966180W","OL6880134A"
"OL1879171W","OL224976A"
"OL2027508W","OL244868A"
"OL3029011W","OL467040A"
"OL3856112W","OL691698A"
"OL3882085W","OL700962A"
"OL4812173W","OL1013859A"
"OL5356465W","OL1233061A"
"OL5677508W","OL1383468A"
"OL5743962W","OL1396938A"
"OL735794W","OL59627A"
"OL8019356W","OL2669934A"
"OL9830820W","OL3815066A"
"OL12232048W","OL5331208A"
"OL12368264W","OL5436141A"
"OL12663983W","OL5654193A"
"OL13590408W","OL6450660A"
"OL13592877W","OL6453000A"
"OL15976529W","OL19786A"
"OL16915378W","OL7199300A"
"OL16916146W","OL7008992A"
"OL16929346W","OL7202012A"
"OL16935273W","OL4063552A"
"OL16935927W","OL401127A"
"OL16972319W","OL7210237A"
"OL17981921W","OL717362A"
"OL3514400W","OL588096A"
"OL4932520W","OL1059824A"
"OL5974963W","OL1484562A"
"OL6087446W","OL1547653A"
"OL7095556W","OL2008964A"
"OL735979W","OL59633A"
"OL8515079W","OL2850451A"
"OL11536944W","OL4854690A"
"OL12090320W","OL5234865A"
"OL12331001W","OL5408426A"
"OL12563512W","OL5581097A"
"OL13686412W","OL6541047A"
"OL16915355W","OL7199289A"
"OL16918873W","OL7200288A"
"OL16942197W","OL7067886A"
"OL16945888W","OL7204954A"
"OL2758710W","OL405105A"
"OL3936577W","OL717362A"
"OL4616380W","OL946590A"
"OL4635004W","OL951474A"
"OL4969224W","OL1072855A"
"OL5120086W","OL1128724A"
"OL5744460W","OL1397098A"
"OL5763504W","OL1403784A"
"OL5852541W","OL1436564A"
"OL8141446W","OL2712740A"
"OL9170670W","OL3243074A"
"OL9205680W","OL3269973A"
"OL9593398W","OL3592917A"
"OL12818589W","OL5771767A"
"OL13230250W","OL6136706A"
"OL15895130W","OL529376A"
"OL16947267W","OL6859700A"
"OL16955224W","OL3332771A"
"OL17412335W","OL219382A"
"OL17557843W","OL468322A"
"OL1984298W","OL238741A"
"OL2753901W","OL404157A"
"OL3831747W","OL683489A"
"OL4052916W","OL755024A"
"OL4179970W","OL792193A"
"OL4473197W","OL892199A"
"OL790110W","OL66008A"
"OL9169743W","OL3242380A"
"OL9183152W","OL3252438A"
"OL12711816W","OL5689755A"
"OL13592847W","OL6452974A"
"OL15497535W","OL6720197A"
"OL16928700W","OL7117460A"
"OL16942678W","OL7204540A"
"OL16951054W","OL7206251A"
"OL17550449W","OL7345820A"
"OL3368004W","OL548084A"
"OL4079369W","OL763790A"
"OL5356461W","OL1233061A"
"OL5593734W","OL1346243A"
"OL6564960W","OL1759694A"
"OL6915366W","OL1914567A"
"OL7806405W","OL2470862A"
"OL8203050W","OL2729244A"
"OL11674337W","OL4940959A"
"OL11701217W","OL4959337A"
"OL12033243W","OL5197427A"
"OL12362132W","OL5431672A"
"OL12543690W","OL5566015A"
"OL12966303W","OL5887063A"
"OL16926831W","OL581689A"
"OL16973024W","OL7210354A"
"OL16979079W","OL7051308A"
"OL2557505W","OL363561A"
"OL2769375W","OL407470A"
"OL3482376W","OL580940A"
"OL3855408W","OL691462A"
"OL4161968W","OL785812A"
"OL454359W","OL25958A"
"OL4776122W","OL1003203A"
"OL4972494W","OL1073795A"
"OL5270221W","OL1192466A"
"OL7946384W","OL2650449A"
"OL10554130W","OL4382234A"
"OL11602524W","OL4897050A"
"OL15595921W","OL6854806A"
"OL16455019W","OL7064081A"
"OL16943987W","OL7204823A"
"OL17980190W","OL1394774A"
"OL8141442W","OL2712740A"
"OL12332210W","OL5409407A"
"OL12711622W","OL5689589A"
"OL13596888W","OL6456743A"
"OL13628004W","OL6485045A"
"OL13693150W","OL6547427A"
"OL15625027W","OL2944826A"
"OL16066382W","OL3249193A"
"OL16925551W","OL455593A"
"OL16944279W","OL7204891A"
"OL16994960W","OL7163096A"
"OL17550367W","OL7345801A"
"OL17976385W","OL388066A"
"OL18176342W","OL1187920A"
"OL2244249W","OL290614A"
"OL3466804W","OL577833A"
"OL3751375W","OL659074A"
"OL4139493W","OL778450A"
"OL4451823W","OL886731A"
"OL4545667W","OL916983A"
"OL6274282W","OL1636441A"
"OL8019254W","OL2669907A"
"OL9076195W","OL3180349A"
"OL11176861W","OL4667740A"
"OL14992466W","OL6788902A"
"OL15434806W","OL2748339A"
"OL15567966W","OL220993A"
"OL16461322W","OL7065529A"
"OL16461322W","OL7065530A"
"OL16661773W","OL321442A"
"OL16932783W","OL7061742A"
"OL16935139W","OL401127A"
"OL16975012W","OL7210711A"
"OL16975467W","OL7149686A"
"OL17545083W","OL2710212A"
"OL2767080W","OL407028A"
"OL3377813W","OL550997A"
"OL3464962W","OL577460A"
"OL4112624W","OL771329A"
"OL4391429W","OL865862A"
"OL4454690W","OL887518A"
"OL4624417W","OL948808A"
"OL4786339W","OL1006519A"
"OL6105028W","OL1554365A"
"OL8136239W","OL2711282A"
"OL8819961W","OL3015884A"
"OL9390830W","OL3427342A"
"OL9507106W","OL3517686A"
"OL11671969W","OL4938892A"
"OL12067831W","OL5220002A"
"OL12242780W","OL5340637A"
"OL13624532W","OL6481900A"
"OL16497025W","OL7076630A"
"OL16570339W","OL7101813A"
"OL16570339W","OL7101814A"
"OL16919554W","OL7200402A"
"OL16936081W","OL401127A"
"OL16959095W","OL7207753A"
"OL2358018W","OL320200A"
"OL454588W","OL26144A"
"OL4618558W","OL947210A"
"OL5353809W","OL1232319A"
"OL918352W","OL81113A"
"OL9213433W","OL3276509A"
"OL9620527W","OL3617647A"
"OL11420294W","OL4798596A"
"OL13518155W","OL6386269A"
"OL15175062W","OL2717321A"
"OL15986125W","OL6481256A"
"OL16190293W","OL7018592A"
"OL16557586W","OL7096950A"
"OL16944717W","OL3416266A"
"OL2291901W","OL301522A"
"OL3286777W","OL537188A"
"OL4310518W","OL838199A"
"OL4828646W","OL1020273A"
"OL4989679W","OL1079120A"
"OL5369421W","OL1237948A"
"OL9077777W","OL3181832A"
"OL11673950W","OL4940607A"
"OL12414307W","OL5471628A"
"OL12539653W","OL5563023A"
"OL13244701W","OL6149844A"
"OL15473596W","OL1424615A"
"OL16930746W","OL7202289A"
"OL16954788W","OL6955868A"
"OL17533980W","OL7341523A"
"OL17772646W","OL3313124A"
"OL17772646W","OL3038657A"
"OL2745054W","OL402619A"
"OL3474599W","OL579232A"
"OL3503947W","OL585551A"
"OL4086661W","OL765424A"
"OL4373985W","OL860317A"
"OL4981375W","OL1076598A"
"OL512828W","OL35384A"
"OL5405290W","OL1261281A"
"OL8619757W","OL2899234A"
"OL11104020W","OL611851A"
"OL11262968W","OL4720164A"
"OL15498408W","OL6854806A"
"OL16917180W","OL401127A"
"OL16942784W","OL4063552A"
"OL1875636W","OL224584A"
"OL2036076W","OL246281A"
"OL2687531W","OL392565A"
"OL2830799W","OL423005A"
"OL3470750W","OL578501A"
"OL4637189W","OL952095A"
"OL4645179W","OL954229A"
"OL4731979W","OL984942A"
"OL4780360W","OL1004470A"
"OL555686W","OL40960A"
"OL8460385W","OL2822951A"
"OL9384909W","OL3421237A"
"OL9595080W","OL3594620A"
"OL13463957W","OL6343769A"
"OL16940992W","OL5282413A"
"OL16941335W","OL7203938A"
"OL16946419W","OL7205391A"
"OL2745023W","OL402616A"
"OL2985010W","OL457041A"
"OL3232650W","OL526649A"
"OL3846273W","OL688272A"
"OL5572253W","OL1336413A"
"OL5895172W","OL1454449A"
"OL7951663W","OL2652960A"
"OL8926477W","OL3083908A"
"OL9074832W","OL3178317A"
"OL9593630W","OL3593147A"
"OL9620651W","OL3617745A"
"OL12718686W","OL5695129A"
"OL12925158W","OL5853666A"
"OL13597183W","OL6457022A"
"OL16961943W","OL2822642A"
"OL16982971W","OL3337558A"
"OL1985133W","OL238844A"
"OL2625616W","OL382535A"
"OL2851837W","OL428915A"
"OL3253285W","OL529894A"
"OL3905881W","OL710550A"
"OL4387464W","OL864656A"
"OL5477548W","OL1296202A"
"OL6136806W","OL1569364A"
"OL7801503W","OL2466544A"
"OL8029696W","OL2674363A"
"OL9238419W","OL3296402A"
"OL10554126W","OL1261281A"
"OL10554126W","OL6808480A"
"OL11547479W","OL4861498A"
"OL1176008W","OL118857A"
"OL12385102W","OL5448080A"
"OL13688824W","OL6543394A"
"OL16917374W","OL7124657A"
"OL16936951W","OL7202858A"
"OL17398668W","OL7302636A"
"OL2033726W","OL245900A"
"OL2625608W","OL382535A"
"OL2702536W","OL395049A"
"OL3821896W","OL680138A"
"OL4089974W","OL766092A"
"OL4387476W","OL864656A"
"OL6190014W","OL1593296A"
"OL7988678W","OL6843896A"
"OL90501W","OL24072A"
"OL9359355W","OL3401418A"
"OL11163975W","OL4661109A"
"OL13364905W","OL6257516A"
"OL13614585W","OL6472809A"
"OL16360179W","OL7051693A"
"OL16986241W","OL7213077A"
"OL16991586W","OL7201631A"
"OL17102154W","OL7236869A"
"OL2073149W","OL253971A"
"OL2707903W","OL395952A"
"OL3299238W","OL539812A"
"OL3340590W","OL541676A"
"OL4788908W","OL1007232A"
"OL5026650W","OL1093721A"
"OL7949850W","OL2652019A"
"OL9309160W","OL3358580A"
"OL11431880W","OL4806105A"
"OL11519540W","OL4843233A"
"OL11937319W","OL5129818A"
"OL12239023W","OL5337258A"
"OL12539714W","OL5563079A"
"OL13384072W","OL6275106A"
"OL16972038W","OL7210200A"
"OL2645846W","OL385652A"
"OL2656389W","OL387372A"
"OL2665264W","OL388722A"
"OL3342566W","OL542084A"
"OL4782730W","OL1005293A"
"OL6623688W","OL1781235A"
"OL8362310W","OL2784781A"
"OL11602858W","OL4897301A"
"OL12139788W","OL5267507A"
"OL13206203W","OL6115415A"
"OL13264632W","OL6167831A"
"OL13679021W","OL6534026A"
"OL13690819W","OL6545262A"
"OL16624417W","OL7121225A"
"OL16943796W","OL2824758A"
"OL1978735W","OL237973A"
"OL3505971W","OL586067A"
"OL3568105W","OL601568A"
"OL4479002W","OL893744A"
"OL4742636W","OL989066A"
"OL83360W","OL21871A"
"OL11672540W","OL4939397A"
"OL16661767W","OL7134914A"
"OL16933541W","OL7202815A"
"OL16956157W","OL401127A"
"OL17986261W","OL542612A"
"OL1989613W","OL239493A"
"OL2936951W","OL447770A"
"OL3256852W","OL530662A"
"OL4052750W","OL754956A"
"OL4459315W","OL888724A"
"OL4615883W","OL946417A"
"OL4875652W","OL1039038A"
"OL6906602W","OL1910954A"
"OL6920310W","OL1916672A"
"OL8056127W","OL2680861A"
"OL825087W","OL70017A"
"OL11163971W","OL4661109A"
"OL11882911W","OL5090447A"
"OL15486313W","OL6842974A"
"OL15572708W","OL6864765A"
"OL2936541W","OL447710A"
"OL4110701W","OL770877A"
"OL4240639W","OL814492A"
"OL482708W","OL30219A"
"OL5358276W","OL1233555A"
"OL5734623W","OL1394225A"
"OL6407362W","OL1690098A"
"OL6766469W","OL1841625A"
"OL8245463W","OL2744319A"
"OL10058413W","OL4040969A"
"OL10099814W","OL4084462A"
"OL10664799W","OL4446581A"
"OL12285895W","OL5373944A"
"OL13587141W","OL6447576A"
"OL13643702W","OL6499774A"
"OL13856478W","OL6726144A"
"OL15911805W","OL6935736A"
"OL15987121W","OL6776646A"
"OL16023127W","OL1659013A"
"OL16917479W","OL7199941A"
"OL16950269W","OL401127A"
"OL17191461W","OL7244316A"
"OL1886312W","OL225818A"
"OL2033863W","OL245935A"
"OL3479972W","OL580376A"
"OL4325218W","OL842487A"
"OL4442634W","OL884121A"
"OL4623220W","OL948430A"
"OL4693649W","OL970472A"
"OL8003853W","OL2664030A"
"OL9168089W","OL3241803A"
"OL11062322W","OL4613665A"
"OL11089343W","OL4625274A"
"OL11674635W","OL4941229A"
"OL12090319W","OL5234864A"
"OL12247854W","OL5345166A"
"OL12342722W","OL5417295A"
"OL12436979W","OL5487904A"
"OL12603160W","OL5611088A"
"OL12707574W","OL5686531A"
"OL16112884W","OL6982599A"
"OL16927659W","OL2680861A"
"OL16940447W","OL7204045A"
"OL16955773W","OL3198932A"
"OL18150400W","OL235116A"
"OL3257366W","OL530764A"
"OL4090047W","OL766112A"
"OL4466305W","OL890533A"
"OL4843865W","OL1026606A"
"OL6040747W","OL1519602A"
"OL6067115W","OL1535412A"
"OL7953947W","OL2654084A"
"OL9507283W","OL3517812A"
"OL9593646W","OL3593157A"
"OL10058433W","OL4041047A"
"OL13637291W","OL6493685A"
"OL15976721W","OL19637A"
"OL15987787W","OL6956319A"
"OL16612992W","OL220390A"
"OL16686049W","OL7144957A"
"OL16915905W","OL7199454A"
"OL16955347W","OL7202580A"
"OL16962806W","OL2683687A"
"OL2085103W","OL256306A"
"OL520335W","OL36335A"
"OL5204606W","OL1163801A"
"OL6927045W","OL1918824A"
"OL7246277W","OL2103717A"
"OL8300961W","OL235116A"
"OL11262595W","OL1233061A"
"OL11334379W","OL25161A"
"OL11950414W","OL5139029A"
"OL13283039W","OL6184170A"
"OL13568525W","OL6430861A"
"OL16835631W","OL7178545A"
"OL16919865W","OL7200461A"
"OL17994504W","OL952289A"
"OL2146821W","OL269268A"
"OL222339W","OL2464029A"
"OL2419660W","OL333261A"
"OL3266074W","OL532565A"
"OL3283224W","OL536405A"
"OL4054597W","OL755614A"
"OL4170004W","OL788561A"
"OL4505538W","OL902332A"
"OL4866714W","OL1035810A"
"OL5103771W","OL1123929A"
"OL5126312W","OL1130962A"
"OL5417935W","OL1266676A"
"OL5894798W","OL1454275A"
"OL5971301W","OL1483249A"
"OL6714741W","OL1817340A"
"OL8021724W","OL2670963A"
"OL11553050W","OL4864936A"
"OL12017047W","OL5187392A"
"OL12639863W","OL5636728A"
"OL13389462W","OL6279739A"
"OL13620352W","OL6478099A"
"OL15485586W","OL6851064A"
"OL16917581W","OL7199970A"
"OL16953703W","OL7150065A"
"OL16956898W","OL7204981A"
"OL16958791W","OL3180264A"
"OL16961896W","OL7205163A"
"OL1941682W","OL233007A"
"OL3370743W","OL548782A"
"OL3861490W","OL693584A"
"OL4327986W","OL843583A"
"OL4645769W","OL954371A"
"OL4790791W","OL1007837A"
"OL49673W","OL25161A"
"OL5894540W","OL1454177A"
"OL600121W","OL44987A"
"OL6542617W","OL1749186A"
"OL8089631W","OL2693438A"
"OL11674055W","OL4940701A"
"OL12439242W","OL5489606A"
"OL15408555W","OL6831135A"
"OL15946543W","OL6944980A"
"OL16940775W","OL2732083A"
"OL16945404W","OL5518747A"
"OL17897265W","OL7387940A"
"OL1813638W","OL217544A"
"OL1875032W","OL224523A"
"OL2430663W","OL335523A"
"OL2674953W","OL390320A"
"OL3376711W","OL550565A"
"OL4102780W","OL768935A"
"OL4451408W","OL886596A"
"OL4456236W","OL887941A"
"OL4870575W","OL1037174A"
"OL4981635W","OL1076682A"
"OL612200W","OL47289A"
"OL13426149W","OL6312830A"
"OL15080675W","OL1134858A"
"OL16508352W","OL6849189A"
"OL16941588W","OL7203845A"
"OL16945643W","OL7205203A"
"OL16959592W","OL7207830A"
"OL17355894W","OL7290061A"
"OL17537175W","OL7342367A"
"OL2689989W","OL392976A"
"OL2998832W","OL459900A"
"OL4286627W","OL831682A"
"OL5476627W","OL1295930A"
"OL5479037W","OL1296695A"
"OL5900096W","OL1455976A"
"OL6443826W","OL1708584A"
"OL9098102W","OL3197476A"
"OL9890223W","OL3872408A"
"OL11080117W","OL4622483A"
"OL12463892W","OL5506748A"
"OL13145076W","OL6041964A"
"OL15987814W","OL6956336A"
"OL16698607W","OL7150065A"
"OL16698607W","OL3185928A"
"OL16715742W","OL7156243A"
"OL16929956W","OL7202166A"
"OL16941356W","OL5914649A"
"OL16959577W","OL7207829A"
"OL16981604W","OL5677298A"
"OL17832547W","OL832398A"
"OL5258222W","OL1188644A"
"OL7391686W","OL2215089A"
"OL9308178W","OL3357685A"
"OL9961186W","OL3928407A"
"OL11746124W","OL4992848A"
"OL12625725W","OL5628062A"
"OL13085759W","OL5987096A"
"OL15537218W","OL614719A"
"OL16661325W","OL7134798A"
"OL16922387W","OL2647802A"
"OL16933297W","OL541899A"
"OL16933510W","OL1708431A"
"OL16959626W","OL7207836A"
"OL3340780W","OL541699A"
"OL4140903W","OL778837A"
"OL6212437W","OL1603472A"
"OL8059388W","OL2683961A"
"OL8232622W","OL2741150A"
"OL10582036W","OL4398327A"
"OL10861160W","OL4525809A"
"OL11623086W","OL4908566A"
"OL16941246W","OL5518747A"
"OL16942683W","OL7204541A"
"OL16946449W","OL7205400A"
"OL16978512W","OL6854808A"
"OL2936529W","OL447710A"
"OL2949901W","OL450098A"
"OL3790588W","OL670401A"
"OL4476090W","OL892977A"
"OL5473953W","OL1295069A"
"OL6410849W","OL1691941A"
"OL735789W","OL59627A"
"OL8056878W","OL2681655A"
"OL11980856W","OL5162027A"
"OL12268283W","OL5360042A"
"OL13034362W","OL5943246A"
"OL13571407W","OL6433328A"
"OL16911013W","OL7198415A"
"OL16981470W","OL7212046A"
"OL1714305W","OL196163A"
"OL2645866W","OL385652A"
"OL3153582W","OL501993A"
"OL3334402W","OL540334A"
"OL3341020W","OL541748A"
"OL3359876W","OL545967A"
"OL4310267W","OL838143A"
"OL4967942W","OL1072482A"
"OL5283382W","OL1196886A"
"OL6600447W","OL1773535A"
"OL9075576W","OL3179485A"
"OL11370933W","OL4775362A"
"OL12439309W","OL5489659A"
"OL12630564W","OL5631454A"
"OL13547342W","OL2726882A"
"OL13547342W","OL2726883A"
"OL16930532W","OL7202289A"
"OL16941301W","OL7204228A"
"OL16981943W","OL541899A"
"OL2131724W","OL266159A"
"OL2650496W","OL386501A"
"OL4275323W","OL828717A"
"OL4848479W","OL1028449A"
"OL6798341W","OL1858775A"
"OL6801052W","OL1859768A"
"OL8241719W","OL2742743A"
"OL9198137W","OL3263850A"
"OL11022585W","OL4589475A"
"OL11674049W","OL4940695A"
"OL11968391W","OL5153150A"
"OL12375349W","OL5441198A"
"OL12629141W","OL5630687A"
"OL13372882W","OL6264752A"
"OL13595601W","OL6455530A"
"OL15498416W","OL6854810A"
"OL15502801W","OL6734501A"
"OL16933954W","OL335907A"
"OL16955460W","OL7207150A"
"OL17429029W","OL2682416A"
"OL2645859W","OL385652A"
"OL2721344W","OL398323A"
"OL3568111W","OL601568A"
"OL4468133W","OL891005A"
"OL4624508W","OL948822A"
"OL4646838W","OL954691A"
"OL4994014W","OL1080728A"
"OL9199056W","OL3264557A"
"OL9253378W","OL3309332A"
"OL11663608W","OL4932528A"
"OL12030915W","OL5196051A"
"OL13257807W","OL6161834A"
"OL13664926W","OL6520555A"
"OL16643599W","OL2163767A"
"OL16643599W","OL3185928A"
"OL16643599W","OL7128264A"
"OL16651448W","OL7131367A"
"OL16931270W","OL7202437A"
"OL16942179W","OL3039663A"
"OL16945637W","OL7161927A"
"OL16955131W","OL7207085A"
"OL16958114W","OL3254019A"
"OL16961763W","OL52174A"
"OL16993025W","OL7201371A"
"OL16995566W","OL541899A"
"OL1830228W","OL219254A"
"OL2670320W","OL389546A"
"OL2754220W","OL404206A"
"OL4052746W","OL754956A"
"OL5136715W","OL1134858A"
"OL7089419W","OL2003833A"
"OL8259675W","OL2748339A"
"OL11555766W","OL4866645A"
"OL12830716W","OL5781434A"
"OL13482851W","OL6357976A"
"OL16941478W","OL7203542A"
"OL16942354W","OL7204448A"
"OL16942729W","OL7204529A"
"OL16960800W","OL1522473A"
"OL16962183W","OL7208300A"
"OL17838784W","OL527524A"
"OL2635898W","OL384050A"
"OL3338284W","OL541169A"
"OL4304604W","OL836549A"
"OL4559855W","OL922388A"
"OL4665927W","OL960521A"
"OL6538135W","OL1747151A"
"OL9246099W","OL3303042A"
"OL115888W","OL19107A"
"OL11734379W","OL4984328A"
"OL12230810W","OL5330099A"
"OL12331946W","OL5409161A"
"OL12374000W","OL5440157A"
"OL12865317W","OL5807766A"
"OL12884873W","OL5822669A"
"OL13651942W","OL6507910A"
"OL13688175W","OL6542746A"
"OL16521152W","OL7084213A"
"OL16653314W","OL7132183A"
"OL16943844W","OL5518747A"
"OL16945073W","OL7205079A"
"OL16954079W","OL3182089A"
"OL3848757W","OL689219A"
"OL41988W","OL30873A"
"OL4590693W","OL934655A"
"OL5644793W","OL1367296A"
"OL6871279W","OL1891311A"
"OL7015993W","OL1963807A"
"OL78917W","OL39743A"
"OL8322610W","OL2765887A"
"OL8856047W","OL3039511A"
"OL12354577W","OL5426095A"
