"id","title","numpages","ISBN10","ISBN13","physfmt","pubdate"
"OL1530633M","AISB91","265","3540196714","NULL","NULL","1991"
"OL15374914M","A safety-based decision making architecture for autonomous systems","NULL","NULL","NULL","Microform","1991"
"OL16240355M","On 'Extracting knowledge from text'","22","NULL","NULL","NULL","1989"
"OL16503892M","Current topics in artificial intelligence","280","3540752706","9783540752707","NULL","2007"
"OL17596486M","RoboCup-99","802","3540410430","NULL","NULL","2000"
"OL18041381M","trois masques de la connaissance","249","290664305X","NULL","NULL","1991"
"OL18190010M","Distributedartificial intelligence","390","0273087789","NULL","NULL","1987"
"OL19101431M","Towards an adequate cognitive model of analogical mapping","13","NULL","NULL","NULL","1991"
"OL19279150M","Adaptive Prozesse und künstliche Intelligenz.","48","NULL","NULL","NULL","1972"
"OL1965213M","Classification of legal norms","37","NULL","NULL","NULL","1987"
"OL21786558M","IJCAI-99","657","NULL","NULL","NULL","1999"
"OL22462428M","ACS/IEEE International Conference on Computer Systems and Applications","565","076951166X","NULL","NULL","2001"
"OL22777926M","The hitch-hiker's guide to artificial intelligence","261","0412281309","NULL","NULL","1986"
"OL22806112M","Advances in artificial intelligence","NULL","3540949003","NULL","NULL","1996"
"OL25548082M","Advances in Neural Network Research and Applications","NULL","NULL","9783642129896","[electronic resource] /","2010"
"OL25563089M","Artificial Neural Networks – ICANN 2010","NULL","NULL","9783642158186","[electronic resource] :","2010"
"OL2710106M","Universal subgoaling and chunking","313","0898382130","NULL","NULL","1986"
"OL2944589M","artificial Intelligence-System zur ärztlichen Entscheidungsunterstützung","160","385206094X","NULL","NULL","1983"
"OL7312093M","Artificial Neural Systems","209","0080378943","9780080378947","NULL","June 1990"
"OL7593728M","The Mind's I","501","046504624X","9780465046249","NULL","October 1981"
"OL9056241M","Journal on Data Semantics V (Lecture Notes in Computer Science)","237","3540314261","9783540314264","Paperback","March 16, 2006"
"OL9062804M","Advances in Artificial Intelligence","259","354065190X","9783540651901","Paperback","November 13, 1998"
"OL9956761M","Artificial Intelligence","320","0070063060","9780070063068","Paperback","June 1991"
"OL14377531M","Second International Joint Conference on Artificial Intelligence","NULL","NULL","NULL","NULL","NULL"
"OL1738135M","Structural knowledge","265","0805810099","NULL","NULL","1993"
"OL21375959M","Mind over machine","231","0029080606","NULL","NULL","NULL"
"OL21566030M","mind's sky","281","0593026446","NULL","NULL","1992"
"OL22521551M","Understanding the artificial","NULL","0387196129","NULL","NULL","1991"
"OL22861516M","Prey","367","0007153791","9780007153794","NULL","2002"
"OL25487762M","Rule based design optimization of cradle structures using frequency domain structural synthesis","NULL","NULL","NULL","NULL","1993"
"OL25551955M","Natural Computing in Computational Finance","NULL","NULL","9783540959731","[electronic resource] :","2009"
"OL26457489M","Ender's Game","NULL","1593974752","9781593974756","Digital Audio","2004 April 1"
"OL3424780M","Enhancing computer security with smart technology","NULL","0849330459","NULL","NULL","2005"
"OL8259068M","Artificial Intelligence and Soft Computing","786","0849313856","9780849313851","Hardcover","December 8, 1999"
"OL9006067M","Industrial and Engineering Applications of Artificial Intelligence and Expert Systems","857","2884491988","9782884491983","Paperback","June 1, 1995"
"OL9197466M","Applied Artificial Intelligence","1020","9812566902","9789812566904","Hardcover","July 7, 2006"
"OL9369151M","The Wisdom of Crowds","320","0349116059","9780349116051","Paperback","March 3, 2005"
"OL9370801M","Theorem Proving in Higher Order Logics","409","3540283722","9783540283720","Paperback","September 19, 2005"
"OL9603787M","KI-99: Advances in Artificial Intelligence","311","3540664955","9783540664956","Paperback","September 29, 1999"
"OL988804M","Artificial intelligence in economics and management","276","0792397614","NULL","NULL","1996"
"OL1018267M","Proceedings of the 1996 IEEE/RSJ International Conference on Intelligent Robots and Systems","1746","078033213X","NULL","NULL","1996"
"OL12772849M","Logical and Relational Learning","325","3540200401","9783540200406","Hardcover","July 2008"
"OL1444594M","Neural networks in computer intelligence","460","0079118178","NULL","NULL","1994"
"OL1702434M","Causal reasoning","119","2881248543","NULL","NULL","1992"
"OL1857451M","Reasoning and revision in hybrid representation systems","270","3540524436","NULL","NULL","1990"
"OL1898999M","6th Mediterranean Electrote[c]hnical Conference","1584","087942656X","NULL","NULL","1991"
"OL2095278M","Artificial intelligence and simulation","277","0911801308","NULL","NULL","1988"
"OL24003047M","The God hater","NULL","NULL","9781439153260","NULL","2010"
"OL24275354M","Information Systems and Technology for the Noninformation Systems Executive","NULL","NULL","9781420025651","Electronic resource","2000"
"OL25546068M","Computational Optimization and Applications in Engineering and Industry","NULL","NULL","9783642209857","[electronic resource] /","2011"
"OL25561975M","Semantic Web Information Management","NULL","NULL","9783642043284","[electronic resource] :","2010"
"OL26197230M","El juego de Ender","359","8498720060","9788498720068","Paperback","2009"
"OL26340034M","The power of Turbo prolog : the natural language of artificial intelligence","NULL","NULL","NULL","NULL","NULL"
"OL2745159M","future of intelligence","284","0940813025","NULL","NULL","1987"
"OL5908236M","Learning machines","137","NULL","NULL","NULL","1965"
"OL7446864M","Fundamentals of Artificial Intelligence Research","255","0387545077","9780387545073","NULL","October 1991"
"OL7503987M","Demon Seed","320","0425158594","9780425158593","NULL","July 1, 1997"
"OL8268106M","Industrial and Engineering Applications of Artificial Intelligence and Expert Systems","1176","0897913728","9780897913720","Paperback","August 1, 1990"
"OL979562M","Distributed software agents and applications","219","3540611576","NULL","NULL","1996"
"OL10338451M","Artificial Intelligence Applications in Robotics","NULL","0471853666","9780471853664","Hardcover","June 1988"
"OL10456771M","Dictionary of Artificial Intelligence Terms, French to English, with an English to French Index / Dictionnaire de l'Intelligence Artificielle FRancais - Anglais","286","0320004554","9780320004551","Paperback","October 1, 1997"
"OL12317564M","Discrete Scale-Space Formulation and Multiscale Edge Extraction Toward Higher Dimensions (Dissertations in Artificial Intelligence: Infix)","220","1586033832","9781586033835","Paperback","January 1, 2003"
"OL14701309M","Artificial intelligence support for scientific model-building","NULL","NULL","NULL","Microform","1992"
"OL14926421M","An overview of artificial intelligence and robotics","NULL","NULL","NULL","NULL","1982"
"OL1557341M","Complex machining and AI-methods","257","0444893261","NULL","NULL","1991"
"OL16152028M","Affective computing and intelligent interaction","781","3540748881","9783540748885","NULL","2007"
"OL17567836M","logic of depiction","57","NULL","NULL","NULL","1987"
"OL17859405M","Studies in real-world problem solving with and without computers","NULL","NULL","NULL","NULL","1974"
"OL18002059M","Agent-oriented information systems III","290","3540482911","9783540482918","NULL","2006"
"OL18083544M","Intelligent agents II","437","3540608052","NULL","NULL","1996"
"OL1857351M","AI '88","462","0387520627","NULL","NULL","1990"
"OL1871535M","Formulation of tradeoffs in planning under uncertainty","182","1558601325","NULL","NULL","1990"
"OL20728763M","MFI '94","800","0780320727","NULL","NULL","1994"
"OL22338441M","Keyguide to information sources in artificial intelligence/expert systems","300","0720120071","NULL","NULL","1990"
"OL22584866M","Proceedings of the sixteenth International Florida Artificial Intelligence Research Society Conference","530","1577351770","NULL","NULL","2003"
"OL22813151M","Artificial intelligence","105","1855640147","NULL","NULL","1990"
"OL23056056M","Halo.","340","0345467817","NULL","NULL","2003"
"OL23059435M","Game programming for teens","370","1592000681","9781592000685","NULL","2003"
"OL24520628M","Posthuman suffering and the technological embrace","NULL","NULL","9780739126332","NULL","2009"
"OL25565824M","Uncertainty Theory","NULL","NULL","9783642139581","[electronic resource] :","2010"
"OL25760450M","Artificial Intelligence – Agent Behaviour","NULL","NULL","978-87-7681-559-2","NULL","2013"
"OL2585419M","Elemente de inteligență artificială pentru conducerea operativă a producției","218","NULL","NULL","NULL","1983"
"OL26042423M","New Frontiers In Artificial Intelligence","NULL","NULL","9783642256547","NULL","2012"
"OL3313763M","Intelligent information processing and web mining","641","3540213317","NULL","NULL","2004"
"OL3400858M","Rash","NULL","0689868014","9780689868016","NULL","2006"
"OL376849M","The age of spiritual machines","388","0670882178","NULL","NULL","1999"
"OL3847091M","Bioingineria sistemelor adaptive și instruibile","223","NULL","NULL","NULL","1981"
"OL4267621M","Readings in artificial intelligence","547","0935382038","NULL","NULL","1981"
"OL5627556M","Problema uznavanii͡a︡","319","NULL","NULL","NULL","1967"
"OL6896144M","Ninth Workshop on Virtual Intelligence/Dynamic Neural Networks","598","0819432024","NULL","NULL","1999"
"OL782051M","Epistemic logic for AI and computer science","354","052146014X","NULL","NULL","1995"
"OL7936650M","The Artificial Life Route to Artificial Intelligence","352","0805815198","9780805815191","Paperback","June 1995"
"OL8577179M","Artificial Intelligence Handbook","250","1556171331","9781556171338","Hardcover","October 1989"
"OL11051929M","Proceedings of the First Annual National Conference on Artificial Intelligence at Stanford University August 18 to 21, 1980","349","0865760527","9780865760523","Paperback","August 1980"
"OL12775486M","Neural Networks Theory","420","3540481249","9783540481249","Hardcover","September 14, 2007"
"OL13594314M","Introduction to machine learning","298","155860037","NULL","NULL","1988"
"OL18578203M","When things start to think","247","034072871X","NULL","NULL","1999"
"OL1868077M","Towards a theory of cognition and computing","194","0139250255","NULL","NULL","1991"
"OL18796591M","Seventh IEEE Conference on Artificial Intelligence Applications","NULL","NULL","NULL","NULL","1991"
"OL20810643M","large, the small and the human mind","201","0521785723","NULL","NULL","2000"
"OL21342248M","Computation and cognition","292","0262160986","NULL","NULL","1989"
"OL22749192M","Smart systems engineering","857","0791802566","9780791802564","NULL","2006"
"OL25138052M","Artificial immune systems","328","3642145469","9783642145469","NULL","2010"
"OL25547700M","Metaheuristics for Scheduling in Industrial and Manufacturing Applications","NULL","NULL","9783540789840","[electronic resource] /","2008"
"OL25552236M","Intelligent Tutoring Systems","NULL","NULL","9783642133879","[electronic resource] :","2010"
"OL2882113M","Gori͡a︡shchiĭ svetilʹnik","204","NULL","NULL","NULL","1983"
"OL3500180M","Computational models of discourse","403","0262021838","NULL","NULL","1983"
"OL665821M","The essence of artificial intelligence","190","0135717795","NULL","NULL","1998"
"OL783242M","The enemy within","483","0446516767","NULL","NULL","1996"
"OL8606632M","Constraint Processing (The Morgan Kaufmann Series in Artificial Intelligence)","480","1558608907","9781558608900","Hardcover","May 2003"
"OL8690730M","Artificial Intelligence For Computer Games","160","1568812086","9781568812083","Hardcover","July 29, 2004"
"OL9056151M","Practice and Theory of Automated Timetabling V","355","3540307052","9783540307051","Paperback","January 13, 2006"
"OL11327841M","Artificial intelligence profiles","NULL","0896710653","9780896710658","Paperback","June 1985"
"OL11632804M","Proceedings of the Fifth Florida Artificial Intelligence Research Symposium","350","0962017345","9780962017346","Paperback","April 1992"
"OL15101960M","Metamagical themas","852","0670806870","NULL","NULL","1985"
"OL16935726M","New frontiers in artificial intelligence","404","354078196X","9783540781967","NULL","2008"
